point	title	description	iconSize	iconOffset	icon
43.6610890,4.0128809	Baillargues 	20 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7163131,6.1346706	Baudinard-sur-Verdon	12 (en mars 2007) </br>Source : <a href="http://colmar.dna.fr/?Des-cameras-contre-la-delinquance">http://colmar.dna.fr/?Des-cameras-contre-la-delinquance</> (source Le Post) 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7075880,7.3345886	Beaulieu-Sur-Mer 	18 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.4315000,2.0825400	Beauvais	18 caméras, objectif : 50</br>Source : <a href="http://www.lobservateurdebeauvais.fr/actualite/Beauvais-:-la-ville-surveillee-par-32-cameras-supplementaires-1415.html">http://www.lobservateurdebeauvais.fr/actualite/Beauvais-:-la-ville-surveillee-par-32-cameras-supplementaires-1415.html</> 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.1656043,6.9422402	Behren-Les-Forbach 	24 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	33,33	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.6414526,6.8583375	Belfort	13 en 2008</br>Source : <a href="http://www.territoire-belfort.gouv.fr/cps/sections/actualite/archives/salle_de_presse/signature_de_la_conv/downloadFile/attachedFile/COMMUNIQUE_vidéos.pdf?nocache=1200327715.41">http://www.territoire-belfort.gouv.fr/cps/sections/actualite/archives/salle_de_presse/signature_de_la_conv/downloadFile/attachedFile/COMMUNIQUE_vidéos.pdf?nocache=1200327715.41</> 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.0403498,7.5457976	Biesheim	3, sur le chemin à côté de la mairie</br>Source : internaute, et <a href="http://www.haut-rhin.pref.gouv.fr/portail/sections/services_etat/numerotation_des_act/num_acte_public/videosurveillance1364/view">http://www.haut-rhin.pref.gouv.fr/portail/sections/services_etat/numerotation_des_act/num_acte_public/videosurveillance1364/view</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6312354,1.3637873	Blagnac	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.5862237,1.3292461	Blois 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.2800083,4.7501819	Bollène	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9016428,2.4872127	Bondy	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.0724798,1.0159385	Bonneval (Eure et Loir)	13 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.0775581,6.4090542	Bonneville	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0372221,1.5792628	Bonnieres-Sur-Seine 	54 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	38,38	-19,-19	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.8378216,-0.5787252	Bordeaux 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7791702,2.3158993	Bourg-la-Reine	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.0613000,2.3692900	Bourges		30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8353487,2.5200634	Bry-sur-Marne	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6638000,7.1484500	Cagnes sur Mer	6 caméras en 2008, objectif : 42 en 2011</br>Coût :750 000 euros</br>Source : <a href="http://www.nicematin.com/ta/vid%E9osurveillance/115061/cagnes-sur-mer-video-surveillance-les-premieres-cameras-installees">http://www.nicematin.com/ta/vid%E9osurveillance/115061/cagnes-sur-mer-video-surveillance-les-premieres-cameras-installees</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.5514469,7.0177130	Cannes	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.3028426,-1.2461932	Carentan 	11 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.5844978,-3.0784498	Carnac	Projet en 2010</br>Source : <a href="http://www.letelegramme.com/ig/generales/regions/bretagne/bretagne-les-cameras-de-videosurveillance-gagnent-du-terrain-18-09-2009-556203.php">http://www.letelegramme.com/ig/generales/regions/bretagne/bretagne-les-cameras-de-videosurveillance-gagnent-du-terrain-18-09-2009-556203.php</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.0547978,5.0477462	Carpentras 	Nombre de caméras inconnu </br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.3500000,5.1500000	Carry-Le-Rouet 	11 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6962046,1.4286402	Castelginest	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.8345745,5.0357826	Cavaillon	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0360715,2.0621457	Cergy	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9566568,4.3601428	Châlons	en projet en avril 2009</br>Source : <a href="http://www.lunion.presse.fr/index.php/cms/13/article/280299/Videosurveillance___Chalons_compte_bien_s_y_mettre">http://www.lunion.presse.fr/index.php/cms/13/article/280299/Videosurveillance___Chalons_compte_bien_s_y_mettre</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9752814,2.0320084	Chanteloup-les-Vignes	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8194572,2.4160667	Charenton-le-Pont	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.7737158,4.7202970	Charleville-Mézières	Source : <a href="http://bit.ly/4zzUlY">http://bit.ly/4zzUlY</> // <a href="http://www.lasemainedesardennes.fr/Charleville-Mezieres---cameras-de-video-surveillance-au-parking-du-Petit-Bois,5709.media?f=22">http://www.lasemainedesardennes.fr/Charleville-Mezieres---cameras-de-video-surveillance-au-parking-du-Petit-Bois,5709.media?f=22</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.4449177,1.4833779	Chartres 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.8805183,4.8502074	Chateaurenard 	44 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	36,36	-18,-18	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.8112000,1.6917500	Chateauroux	125 caméras, pour 12 écrans de contrôle</br>Source : <a href="http://www.chateauroux.maville.com/actu/actudet_-Centre-de-supervision-la-ville-sur-petit-ecran-_loc-1099549_actu.Htm">http://www.chateauroux.maville.com/actu/actudet_-Centre-de-supervision-la-ville-sur-petit-ecran-_loc-1099549_actu.Htm</> 	48,48	-24,-24	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.8180037,0.5460707	Châtellerault	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.1110400,5.1399313	Chaumont	Source : <a href="http://www.ville-chaumont.fr/CM/CR-210909.pdf">http://www.ville-chaumont.fr/CM/CR-210909.pdf</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.6128849,3.2198858	Chauny 	18 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.3760499,2.4134921	Clermont (Oise)	19 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9026752,2.3040820	Clichy	39 caméras</br>Source : <a href="http://www.ville-clichy.fr/index.php?Rub=844">http://www.ville-clichy.fr/index.php?Rub=844</> 	35,35	-18,-18	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.0603085,6.5802912	Cluses 	18 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.0804891,7.3545066	Colmar	15 + 15 en projet en 2009</br>Coût :460000 euros (source posteur)</br>Source : <a href="http://www.dna.fr/articles/200909/09/15-nouvelles-cameras-de-video-surveillance,colmar,000004420.php">http://www.dna.fr/articles/200909/09/15-nouvelles-cameras-de-video-surveillance,colmar,000004420.php</> 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9243322,2.2311954	Colombes 	48 caméras</br>Source : <a href="http://www.colombes.fr/uploads/media/cnv57_02.pdf#page=23">http://www.colombes.fr/uploads/media/cnv57_02.pdf#page=23</> 	37,37	-19,-19	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9973390,2.4286650	Communauté d'Agglomération Val-de-France	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8871110,-0.9978764	Communauté de Communes de l'Ouest Plaine-de-France	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.4183991,1.4300051	Contres	16 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9728266,2.1980629	Cormeilles-en-Parisis	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8954476,2.2563824	Courbevoie	18 en 2007 + 2 (posteur ??)</br>Coût :2 161 933,20 € (source posteur)</br>Source : <a href="http://www.ville-courbevoie.fr/cadre/securite/videosurveillance/">http://www.ville-courbevoie.fr/cadre/securite/videosurveillance/</> + PLAN 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.6172697,2.4080837	Courcouronnes	14 en 2007</br>Source : <a href="http://www.courcouronnes.fr/cgi-local/page.pl?rub=prev&srub=prot&mode=0">http://www.courcouronnes.fr/cgi-local/page.pl?rub=prev&srub=prot&mode=0</> 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.6172697,2.4080837	Courcouronnes 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
50.4583322,2.9458746	Courrières	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.2362309,2.8897122	Crepy-En-Valois 	41 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	36,36	-18,-18	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.7294644,5.0253925	Crest (Drôme)	11 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7105920,-1.0505192	Dax 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.3221000,5.0405300	Dijon	17 caméras</br>Source : <a href="http://www.e-dijon.fr/actualites/1-nouvelles/53-camera-video-surveillance-dijon">http://www.e-dijon.fr/actualites/1-nouvelles/53-camera-video-surveillance-dijon</> 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.5401000,6.4672100	Draguignan	?</br>Source : <a href="http://www.varmatin.com/ra/var/156510/des-pv-de-stationnement-dresses-grace-aux-cameras-a-draguignan">http://www.varmatin.com/ra/var/156510/des-pv-de-stationnement-dresses-grace-aux-cameras-a-draguignan</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9234925,2.4456355	Drancy 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7372000,1.3658900	Dreux		30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7372353,1.3658921	Dreux 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.5797816,7.6848492	Eckbolsheim 	16 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.7754708,4.7787611	Ecully 	12 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7678105,1.9503225	Elancourt	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9702257,2.3065177	Enghien les Bains 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0434038,3.9582351	Epernay	en projet en avril 2009</br>Source : <a href="http://www.lunion.presse.fr/index.php/cms/13/article/280299/Videosurveillance___Chalons_compte_bien_s_y_mettre">http://www.lunion.presse.fr/index.php/cms/13/article/280299/Videosurveillance___Chalons_compte_bien_s_y_mettre</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9527849,2.3134055	Epinay sur Seine 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.4346770,2.1617670	Etampes	53 caméras</br>Source : <a href="http://www.mairie-etampes.fr/tempo/805s.pdf">http://www.mairie-etampes.fr/tempo/805s.pdf</> <a href="http://www.bonjour-etampes.com/spip.php?article621">http://www.bonjour-etampes.com/spip.php?article621</> 	37,37	-19,-19	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0261359,1.1472764	Evreux 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.6289948,2.4309396	Evry	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7297045,7.3609423	Eze 	23 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	33,33	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.3047649,6.1028495	Fameck 	28 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	34,34	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.3880032,4.2874324	Firminy	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.1925265,4.6973422	Fleurie 	13 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.3280264,6.1229263	Florange	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8106188,2.0440320	Fontenay-le-Fleury	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.4329000,6.7366900	Fréjus	Une vingtaine de caméras, +3 caméras/an</br>Source : <a href="http://www.lepoint.fr/actualites-region/2008-09-04/special-frejus-et-saint-raphael-frejus-et-saint-raphael-au-banc-d-essai/1556/0/271552">http://www.lepoint.fr/actualites-region/2008-09-04/special-frejus-et-saint-raphael-frejus-et-saint-raphael-au-banc-d-essai/1556/0/271552</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.4325986,5.5795131	Fuveau 	14 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.3330204,6.0597116	Gex 	10 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.5875006,4.7712521	Givors	Source : <a href="http://www.ville-givors.fr/actu_view.asp?IDElt=238">http://www.ville-givors.fr/actu_view.asp?IDElt=238</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9863611,2.4498556	Gonesse 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.1869174,5.7361566	Grenoble	Une quinzaine</br>Source : <a href="http://www.lessor.fr/actualite.htm?id=684">http://www.lessor.fr/actualite.htm?id=684</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7809763,7.8154987	Haguenau	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.1254823,6.7749922	Hombourg-Haut	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7901298,1.6015403	Houdan 	19 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.1181000,6.1317700	Hyères	13 caméras</br>Source : <a href="http://www.varmatin.com/ra/hyeres/182108/hyeres-des-cameras-de-surveillance-vont-fleurir-dans-la-haute-ville">http://www.varmatin.com/ra/hyeres/182108/hyeres-des-cameras-de-surveillance-vont-fleurir-dans-la-haute-ville</> 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.3522000,0.6610800	Joué-les-Tours	4 caméras</br>Source : <a href="http://www.tours.maville.com/actu/actudet_-La-videoprotection-marque-des-points-_dep-1059225_actu.Htm">http://www.tours.maville.com/actu/actudet_-La-videoprotection-marque-des-points-_dep-1059225_actu.Htm</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.9185427,5.0540334	L'isle-Sur-La-Sorgue 	16 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7221121,7.1518453	La Gaude 	14 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.1022231,5.8809922	La Seyne sur Mer 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7453177,7.3997083	La Turbie 	16 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.6195607,5.1543246	La Verpilliere 	35 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	35,35	-18,-18	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.7016580,-1.0331279	Lanton	Surveillance du port</br>Coût :56 500 TTC</br>Source : <a href="http://www.sudouest.com/gironde/actualite/bassin-darcachon/article/720971/mil/5159947.html">http://www.sudouest.com/gironde/actualite/bassin-darcachon/article/720971/mil/5159947.html</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
44.5416021,4.2917529	Largentière	Source : <a href="http://www.ardeche.pref.gouv.fr/sections/publications/textes_officiels/recueil_actes/raa_2008/recueil_des_actes_ad_4/downloadFile/file/raa200806.pdf?nocache=1216631942.61">http://www.ardeche.pref.gouv.fr/sections/publications/textes_officiels/recueil_actes/raa_2008/recueil_des_actes_ad_4/downloadFile/file/raa200806.pdf?nocache=1216631942.61</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.7871599,7.1458897	Le Broc 	10 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.4926666,0.0964408	Le Havre 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.7801396,2.2584317	Le Plessis-Robinson	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6759771,7.0120353	Le Rouret	Coût :25000</br>Source : <a href="http://www.mairie-lerouret.fr/spip/IMG/pdf/BO_29_-_BAT_OK_P_1_A_14.pdf">http://www.mairie-lerouret.fr/spip/IMG/pdf/BO_29_-_BAT_OK_P_1_A_14.pdf</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
50.5193380,1.5940159	Le Touquet-Paris-Plage	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.0013049,2.4696411	Le-Thillay 	13 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	31,31	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.9999502,1.9427186	Les Mureaux 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.8925028,2.2873215	Levallois-Perret 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
49.5007590,5.7321093	Lexy 	18 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
50.4169598,2.7752723	Lievin	51</br>Coût :234 300 euros</br>Source : <a href="http://www.lavenirdelartois.fr/actualite/la_une/Arras/Vie_Locale/2009/01/21/article_quand-les-cameras-investissent-les-ville.shtml">http://www.lavenirdelartois.fr/actualite/la_une/Arras/Vie_Locale/2009/01/21/article_quand-les-cameras-investissent-les-ville.shtml</> 	37,37	-19,-19	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.5977797,2.4249069	Lisses	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.1285000,0.9961900	Loches	Source : <a href="http://www.tours.maville.com/actu/actudet_-La-videoprotection-marque-des-points-_dep-1059225_actu.Htm">http://www.tours.maville.com/actu/actudet_-La-videoprotection-marque-des-points-_dep-1059225_actu.Htm</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.3159999,-0.4086670	Lons	32 caméras</br>Source : <a href="http://juralibertaire.over-blog.com/article-lons-sous-l-oeil-des-cameras-38454242.html">http://juralibertaire.over-blog.com/article-lons-sous-l-oeil-des-cameras-38454242.html</> 	34,34	-17,-17	http://www.leretourdelautruche.com/map/cctv/cctv1.png
46.6729000,5.5518400	Lons-le-Saunier	Une douzaine de caméras</br>Source : <a href="http://juralibertaire.over-blog.com/article-34786522.html">http://juralibertaire.over-blog.com/article-34786522.html</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.1765718,-2.7521316	Loudéac	3 caméras</br>Source : <a href="http://www.luceor.com/IMG/pdf/LETTRE_NUMERO_2.pdf">http://www.luceor.com/IMG/pdf/LETTRE_NUMERO_2.pdf</> 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
43.6729211,4.1317579	Lunel 	14 caméras</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	32,32	-16,-16	http://www.leretourdelautruche.com/map/cctv/cctv1.png
48.5925452,6.4915884	Lunéville	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
47.8202833,6.3750334	Luxeuil	Nombre de caméras inconnu</br>Source : Co-financement de la vidéo-protection sur 75 sites prioritaires 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
45.7672990,4.8343287	Lyon 	Nombre de caméras inconnu</br>Source : Rapport du ministère de l'Intérieur sur l'efficacité de la vidéoprotection 	30,30	-15,-15	http://www.leretourdelautruche.com/map/cctv/cctv1.png
